Gene.Symbol;BH.Q;ADJ.P;PER;LAG;AMP;ZT0_FPKM;ZT3_FPKM;ZT6_FPKM;ZT9_FPKM;ZT12_FPKM;ZT15_FPKM;ZT18_FPKM;ZT21_FPKM;ZT24_FPKM;ZT27_FPKM;ZT30_FPKM;ZT33_FPKM;ZT36_FPKM;ZT39_FPKM;ZT42_FPKM;ZT45_FPKM
Gm19522;0.00450268885949441;0.0000506147578630217;23.1;19.35;0.841174934006298;2.08721;1.55241;0.897609;0.470934;1.52434;1.58951;3.30691;3.38817;1.67654;1.13908;1.26605;0.427062;1.72591;2.33708;3.8088;2.33704
Reps1;0.00450268885949441;0.0000506147578630217;23.1;7.05;0.795629479123291;5.34596;6.00641;7.70231;5.56124;5.68175;4.88122;4.1069;4.03283;5.29388;5.85281;6.02582;5.37961;5.1901;4.32414;3.37088;4.29566
Cd79a;0.00450268885949441;0.0000506147578630217;23.1;4.05;0.768893771726628;1.09625;1.59993;2.49705;1.67995;0.708579;0.381123;0.756215;0.998266;1.23663;2.18196;2.33225;1.01582;0.848154;0.247438;0.383604;1.45463
Brd9;0.00450268885949441;0.0000506147578630217;23.1;7.05;0.724812734987459;3.38491;3.39592;3.92046;4.63075;3.89642;3.11981;2.6172;2.82697;3.36905;3.92561;4.47992;3.97171;3.45992;3.14302;2.19287;3.48809
Camkk2;0.00450268885949441;0.0000506147578630217;26.1;23.1;0.497428407361301;2.57655;2.32973;2.12002;1.87308;1.45461;1.75626;2.52007;3.09129;2.77705;2.34065;2.38049;2.25093;1.62297;1.65268;2.3144;2.47473
Loxl4;0.00450268885949441;0.0000506147578630217;26.1;24.6;0.447553337657089;2.27628;2.29506;0.60731;0.153531;0.104739;0.270552;0.449709;0.762376;2.71066;3.8123;0.865561;0.375055;0.189158;0.261425;0.475442;1.35341
Cwf19l2;0.00450268885949441;0.0000506147578630217;23.1;4.05;0.43405042656355;3.75457;3.93159;4.62721;3.96718;3.67584;3.11756;3.35334;3.72637;3.90262;4.66454;4.88895;3.85586;3.1204;2.45334;3.39656;4.33769
Gm9992;0.00450268885949441;0.0000506147578630217;23.1;8.55;0.38464134022814;0.458125;0.660177;1.00209;1.55813;0.669881;0.550827;0.282899;0.200505;0.26457;1.01335;0.85071;1.36576;1.18765;0.395762;0.153592;0.309429
Zscan2;0.00450268885949441;0.0000506147578630217;20.1;7.05;0.378047569493576;1.30735;1.61118;1.91183;1.87893;1.48446;1.25365;0.932564;1.37899;1.85539;1.88707;1.44042;0.975948;0.855409;1.02168;1.05158;1.7058
Tox;0.00450268885949441;0.0000506147578630217;23.1;11.55;0.279373646606118;0.412837;0.31996;0.709974;0.807931;2.37794;0.791657;0.708707;0.436227;0.290434;0.49145;0.436664;0.852903;1.1771;0.740114;0.442699;0.516728
Bdnf;0.00450268885949441;0.0000506147578630217;26.1;17.1;0.25029317312304;0.503111;0.359628;0.330461;0.546497;0.601535;0.767799;0.865516;0.734201;0.495853;0.379569;0.359736;0.341538;0.502249;0.611682;1.20151;0.679276
Cyp2e1;0.00634062068229533;0.0000992147480862759;23.1;11.55;1051.86376342186;1965.36;3078.65;3508.75;3675.88;4694.79;4534.48;3046.92;2868.11;1850.56;2513.02;2981.4;3759.28;3941.52;3225.07;3070.97;2404.54
Slc38a3;0.00634062068229533;0.0000992147480862759;23.1;10.8;269.891344670406;319.285;479.657;526.417;926.786;787.769;574.638;351.865;333.929;313.084;410.147;428.573;677.008;609.275;435.409;334.872;332.509
Adck3;0.00634062068229533;0.0000992147480862759;23.1;2.55;69.0375927636893;129.608;173.621;160.96;100.079;48.8368;53.6873;94.8068;146.714;119.914;151.738;109.879;73.7288;37.0802;45.721;90.456;149.254
Ubxn1;0.00634062068229533;0.0000992147480862759;23.1;4.05;66.9467487223988;187.925;234.798;227.78;171.419;134.324;133.103;94.9289;139.501;143.836;174.603;179.317;148.146;121.792;88.811;91.6367;151.934
Hacl1;0.00634062068229533;0.0000992147480862759;23.1;0;66.7250000358187;173.849;138.643;124.504;79.4856;52.7892;52.893;144.673;170.646;163.25;143.356;120.983;108.576;63.5663;64.2035;159.636;155.703
Paqr9;0.00634062068229533;0.0000992147480862759;23.1;0;56.6031907272019;135.127;139.582;95.4624;55.078;52.5978;56.7557;113.617;130.639;138.41;116.496;75.7803;79.1718;55.0108;62.1838;136.639;130.161
Ppp1r3b;0.00634062068229533;0.0000992147480862759;23.1;18.6;55.2217162087978;97.5302;46.0424;19.4349;19.8667;44.0909;100.328;123.145;92.5498;77.7655;33.9742;21.8552;12.9865;95.1666;120.425;125.569;78.7218
Por;0.00634062068229533;0.0000992147480862759;26.1;13.05;43.9667682833296;73.1714;86.1357;85.0342;189.461;352.266;290.521;128.997;91.387;70.4095;67.1629;75.7757;163.558;243.094;232.524;115.68;113.424
1810058I24Rik;0.00634062068229533;0.0000992147480862759;26.1;10.05;32.2239166788428;59.8826;62.811;95.8366;116.006;129.383;115.115;65.8766;56.2591;46.662;59.1216;68.0987;86.5838;105.2;81.5069;68.9107;57.2245
Pbld1;0.00634062068229533;0.0000992147480862759;23.1;11.55;28.3017367849572;69.2826;73.0911;106.39;113.799;115.989;91.1992;87.142;88.6979;69.8881;74.0823;93.9952;100.334;113.607;87.2764;79.1252;73.6299
Dbp;0.00634062068229533;0.0000992147480862759;23.1;11.55;19.5280590815846;0.82557;0.255584;14.349;64.6437;81.5001;26.7446;2.85039;0.981;0.435485;0.50267;8.24128;46.282;58.3433;7.27973;1.93496;1.52049
Tars;0.00634062068229533;0.0000992147480862759;26.1;23.1;18.928117161514;52.3004;57.6509;45.1919;30.8825;23.2542;30.0884;49.2395;64.1995;61.2908;58.9352;46.4537;36.9029;22.9571;33.6948;53.0162;53.9781
Rab43;0.00634062068229533;0.0000992147480862759;23.1;11.55;15.4166248861416;34.9751;38.5065;50.313;60.3089;70.3639;49.5629;48.5444;45.3568;43.504;42.2642;42.09;61.0272;70.1066;54.1115;45.6046;40.1387
Auh;0.00634062068229533;0.0000992147480862759;23.1;11.55;11.2282899998174;29.578;30.2774;38.7075;45.3845;46.2103;46.2247;30.3455;30.0985;22.7456;30.6271;34.6018;35.3583;41.0079;41.3288;33.3115;27.946
Fech;0.00634062068229533;0.0000992147480862759;23.1;11.55;10.2038336952344;45.8055;49.6758;59.385;66.6179;66.7029;59.4452;61.499;53.5651;46.0641;55.6367;58.4141;63.3992;67.8316;65.2012;60.2082;42.7987
Lasp1;0.00634062068229533;0.0000992147480862759;26.1;24.6;9.10548473201729;49.8763;77.3369;52.7221;37.9738;22.6918;41.1267;43.2574;54.0038;59.058;61.3586;49.3583;43.0001;26.8134;36.4646;47.382;49.0385
Inca1;0.00634062068229533;0.0000992147480862759;23.1;7.05;8.69359503197613;12.69;15.7409;21.7046;22.0718;16.5298;8.37111;7.29625;9.87971;10.5542;14.2845;17.8674;18.9055;14.1935;7.58087;7.63824;10.9748
Tjp3;0.00634062068229533;0.0000992147480862759;23.1;0;7.16120271326333;19.0623;27.2324;13.8108;8.93483;4.78784;12.8494;15.1264;18.065;19.1323;19.3568;12.3242;7.77711;4.49667;8.87885;15.3154;21.7551
Egln2;0.00634062068229533;0.0000992147480862759;26.1;10.05;4.69858313962837;40.6429;47.8217;50.2956;63.0945;54.1905;51.2831;47.797;44.6383;48.5049;44.9999;48.9692;51.5448;54.7738;53.9282;48.6635;51.1168
Lrfn3;0.00634062068229533;0.0000992147480862759;23.1;0;4.20598427158258;8.34575;9.92433;7.01794;2.39759;1.02056;4.68628;5.98246;8.48757;8.64897;9.10353;6.15904;2.44549;1.02821;3.58651;7.31079;11.0449
Pir;0.00634062068229533;0.0000992147480862759;23.1;8.55;3.41426509295925;10.0475;10.4817;12.5966;14.876;17.0058;12.7767;9.74591;7.10295;8.83747;11.6962;14.0681;13.3081;14.4293;10.4573;8.72165;9.41935
Glt1d1;0.00634062068229533;0.0000992147480862759;23.1;14.1;3.39227407206434;4.66166;7.05302;7.0439;9.44716;9.92906;11.8977;10.159;8.47373;7.80359;8.20408;8.39487;8.6172;10.5338;16.7396;10.2128;8.39337
Cdkn1a;0.00634062068229533;0.0000992147480862759;23.1;0;3.30894719475576;17.1261;20.1781;1.52963;1.06452;0.704382;4.47739;3.22423;10.8969;12.8775;6.57487;1.52704;1.16984;1.02586;9.77265;4.90641;13.8465
Itga5;0.00634062068229533;0.0000992147480862759;23.1;21.6;2.82716847467568;7.55517;8.61009;4.61187;2.68891;3.28398;6.56238;6.15203;6.81816;8.48653;5.48571;4.43375;3.45966;3.94716;4.882;6.78633;8.56219
Cgn;0.00634062068229533;0.0000992147480862759;23.1;0;2.63969325377969;8.68767;8.89891;6.41975;4.95458;3.65885;5.76002;7.19973;9.0971;7.41675;9.51361;6.23634;4.35797;3.2746;4.88765;7.8896;10.2274
Ppp2r4;0.00634062068229533;0.0000992147480862759;21.6;1.275;2.61438590208102;27.1339;33.6404;26.0637;23.475;20.0194;24.5837;25.8972;27.3264;29.053;25.3108;23.829;22.6612;21.5098;25.0553;26.0859;27.2219
Bfar;0.00634062068229533;0.0000992147480862759;23.1;11.55;2.57768706013744;13.3406;11.9121;16.0233;16.986;21.3759;16.6952;16.0364;14.4759;14.4928;14.9198;15.9665;18.5242;20.1031;17.5348;16.4871;13.5827
Tmed1;0.00634062068229533;0.0000992147480862759;23.1;14.1;2.21034508731103;11.7763;11.2196;15.1061;16.0763;16.7156;18.232;16.5;13.3139;11.452;9.72711;12.4099;12.7195;18.0044;16.9885;11.8788;13.2043
Pqlc2;0.00634062068229533;0.0000992147480862759;23.1;5.55;2.20041730810317;6.58285;7.94264;9.18924;8.4563;6.39655;6.50339;4.83078;5.37471;6.50328;7.59503;7.33916;7.28804;6.22026;4.33985;5.13499;6.48894
Atp6v1c1;0.00634062068229533;0.0000992147480862759;23.1;11.55;2.19408163134374;13.3552;17.5311;17.2786;19.4261;21.2493;16.7468;16.3232;16.0612;15.2691;16.379;19.3662;20.3728;22.7139;18.8221;17.5858;13.8741
Zkscan17;0.00634062068229533;0.0000992147480862759;23.1;8.55;1.94081719552615;3.76198;4.34125;5.65708;5.83195;6.25902;3.47746;2.91235;3.24757;4.24797;4.88768;5.77588;6.84707;5.93946;3.40558;2.86416;3.40056
Ubr2;0.00634062068229533;0.0000992147480862759;26.1;13.05;1.79518148287297;5.57016;6.31914;6.62747;7.42992;9.02244;10.9038;8.85791;7.26487;7.03968;6.5646;6.1897;7.30771;9.57915;10.6673;8.02994;7.48416
Chn2;0.00634062068229533;0.0000992147480862759;23.1;11.55;1.74068476324692;8.30574;9.02282;10.3644;11.9091;12.9474;11.1974;11.3327;9.24819;9.14523;10.6808;11.1142;12.7376;14.9224;13.0522;9.74278;8.25311
Hp1bp3;0.00634062068229533;0.0000992147480862759;23.1;7.05;1.69613703603217;14.133;15.1072;16.5317;15.7821;17.7181;14.8421;12.9763;14.4366;14.6769;16.3104;17.2387;16.4051;14.8349;13.0388;12.9184;13.6842
Tmem41b;0.00634062068229533;0.0000992147480862759;23.1;18.6;1.6102801306605;6.50994;7.84154;5.72283;6.20531;7.21929;9.25022;8.48259;7.98065;7.23233;6.3108;5.36289;5.87897;7.07474;9.78314;10.3236;7.96215
Spg21;0.00634062068229533;0.0000992147480862759;23.1;7.05;1.54713549510054;8.65961;10.0885;11.2939;9.2828;9.01164;7.90052;7.73583;8.01693;9.18164;9.93026;10.3738;10.182;9.90561;5.9294;7.28514;7.42732
Nfx1;0.00634062068229533;0.0000992147480862759;23.1;8.55;1.53754712714765;6.91506;7.31402;8.71522;9.95158;9.5629;7.20147;6.5408;6.39281;8.57599;8.67954;9.73913;11.0066;11.2139;7.73754;6.4613;5.59118
Med28;0.00634062068229533;0.0000992147480862759;23.1;4.05;1.52440908315321;6.11851;6.47674;7.57906;7.32799;5.13386;4.94732;5.13574;5.60393;5.89089;6.56194;7.19902;5.71092;5.44563;4.89469;5.15773;5.77588
Lonrf1;0.00634062068229533;0.0000992147480862759;23.1;15.6;1.37051436329577;1.72236;1.17273;0.542985;1.20774;2.88772;2.5096;2.87332;1.76452;1.12372;0.918353;1.07876;1.93471;4.26871;3.9131;2.06634;1.71561
Ash2l;0.00634062068229533;0.0000992147480862759;23.1;5.55;1.19812173004249;5.54564;6.40808;6.80726;5.88209;5.43432;4.71368;4.31785;5.1719;5.29689;6.0212;6.18021;5.35897;5.08861;4.67278;4.837;4.27143
Cmpk2;0.00634062068229533;0.0000992147480862759;26.1;0;1.05241530671119;2.57516;3.73459;3.12648;1.63814;0.799477;1.19185;2.04824;2.59425;4.61374;2.80079;2.92721;2.29115;1.59452;1.20692;1.46926;2.2254
Gnat1;0.00634062068229533;0.0000992147480862759;23.1;8.55;1.01134088800562;0.915117;1.35641;2.34459;7.90844;3.77752;1.17728;0.914338;0.90981;1.3391;1.19307;2.16911;4.89567;2.49501;1.23659;0.883326;0.732986
Syt1;0.00634062068229533;0.0000992147480862759;23.1;10.05;0.960499910438309;1.13885;1.18082;2.05873;2.60654;3.34553;1.40597;0.700378;0.856083;1.28802;1.39567;2.09707;3.8027;2.96734;1.11581;0.658862;0.693099
Tmco4;0.00634062068229533;0.0000992147480862759;26.1;7.8;0.955046702941798;5.78082;6.47142;6.86804;7.37157;6.96278;6.00876;4.23223;4.18299;4.92343;5.00217;6.86449;8.14804;8.76472;6.04946;3.96502;3.75327
Mpzl1;0.00634062068229533;0.0000992147480862759;26.1;0;0.876581184753871;2.80294;2.22022;2.39479;0.806646;0.599881;0.703816;1.21064;1.33273;2.63793;4.1025;2.23729;1.49583;0.833029;0.807941;1.18227;2.17392
Raet1a;0.00634062068229533;0.0000992147480862759;23.1;4.05;0.837092806558508;1.16712;1.60756;1.53112;1.85056;0.666732;0.452585;0.467017;1.33206;1.44379;1.64424;2.00144;1.30527;0.565445;0.284085;0.870575;0.921638
Ccnk;0.00634062068229533;0.0000992147480862759;23.1;7.05;0.819133708529932;5.8639;8.82716;6.87398;7.19442;6.3492;6.00009;5.71555;5.78421;6.23266;6.63489;7.34236;8.28893;6.49536;5.53541;5.33819;5.75898
Plekhg5;0.00634062068229533;0.0000992147480862759;23.1;8.55;0.622572165495696;1.35239;1.76551;2.23284;2.36443;1.94909;1.74434;0.768493;1.08226;1.68795;2.02135;1.63628;2.29127;1.78682;1.40585;1.23581;1.35292
Mthfd2;0.00634062068229533;0.0000992147480862759;23.1;0;0.519905210614877;1.66001;1.65997;0.959424;0.589124;0.594467;0.768773;1.01355;1.24526;1.63582;1.44995;0.986946;0.792374;0.499617;0.915147;1.49378;1.06791
Uox;0.00846603930429515;0.000187288279573436;26.1;11.55;224.659845198247;640.719;724.668;855.117;1313.63;1159.67;1159.13;1075.36;925.723;633.444;706.363;819.006;939.898;1037.5;1106.31;1054.55;798.647
Serp1;0.00846603930429515;0.000187288279573436;23.1;17.1;26.1778001463072;151.991;146.323;136.98;129.686;157.138;174.001;244.927;207.477;156.945;142.716;143.098;129.823;158.452;236.066;253.991;152.081
Slc2a2;0.00846603930429515;0.000187288279573436;26.1;11.55;23.5862537932585;34.5383;58.1738;67.5824;86.3333;102.966;94.2991;71.9642;52.9773;38.4135;52.4136;46.5587;73.6955;90.8338;74.4659;67.674;49.1745
Cpt1a;0.00846603930429515;0.000187288279573436;23.1;10.05;20.1455429066829;37.9234;45.8276;63.3415;67.7319;93.0566;58.5612;42.8047;43.3698;49.452;59.2478;63.2646;104.186;82.7136;64.7055;36.2159;37.8729
Gde1;0.00846603930429515;0.000187288279573436;23.1;15.6;19.1705840767828;36.1275;45.1919;33.7047;39.0659;62.1197;91.0736;60.816;54.7616;38.4383;35.576;35.8892;40.1647;59.7977;85.3575;61.5616;54.3818
Ppp1r3c;0.00846603930429515;0.000187288279573436;23.1;0;17.5354703559671;50.1283;36.3613;25.1667;16.8627;9.24951;11.5624;31.6139;45.9502;69.4058;24.3959;28.9956;15.1688;13.8142;17.362;50.1887;31.8095
Gstt2;0.00846603930429515;0.000187288279573436;26.1;13.05;16.0601627676995;32.259;41.7164;44.1179;75.0906;79.8727;99.5994;45.6638;34.8102;24.0229;28.6494;31.8919;42.8655;57.4405;73.5514;55.2055;49.8415
1600002H07Rik;0.00846603930429515;0.000187288279573436;23.1;17.1;15.6685670322784;36.8922;47.5419;20.8752;31.0622;44.6623;85.0334;53.2209;52.0052;31.8555;27.3944;20.0821;27.6069;39.7589;69.0468;53.4562;48.8057
Gstm4;0.00846603930429515;0.000187288279573436;23.1;5.55;14.0363524492654;42.8367;68.6669;53.2477;52.2761;41.766;35.0653;22.0432;29.4409;32.9082;58.2973;46.2212;42.5733;33.9193;27.4023;26.4483;40.692
Hopx;0.00846603930429515;0.000187288279573436;20.1;15.6;13.689233730381;77.0477;59.3242;54.9497;67.9179;78.6837;90.237;75.8286;74.2496;53.2657;45.4978;66.5628;73.6876;79.1614;82.0577;68.5581;58.6307
Ormdl3;0.00846603930429515;0.000187288279573436;23.1;20.1;12.2966576355122;60.0794;59.292;58.8061;47.4764;43.3952;64.8665;73.4743;76.6239;61.476;56.4852;49.604;45.7954;45.6099;65.4311;74.2381;74.1912
Adck5;0.00846603930429515;0.000187288279573436;23.1;5.55;11.5015160600679;29.0879;27.336;30.8457;24.8257;14.1268;14.5801;12.5366;18.3954;20.8275;29.1734;28.2515;25.2619;15.5508;8.25658;10.2073;23.7907
Ltbr;0.00846603930429515;0.000187288279573436;23.1;11.55;11.1644382574763;43.9495;62.351;60.0487;65.8574;67.2095;73.2814;49.4238;47.4021;44.0746;45.1645;50.9172;63.7938;71.2034;56.8368;48.4577;44.8473
B3gat3;0.00846603930429515;0.000187288279573436;23.1;2.55;10.6464825402571;39.3199;46.6039;39.2323;30.6388;24.1759;29.1742;26.8942;38.3107;38.621;38.8264;32.9759;30.1627;24.6265;26.0993;30.5868;42.26
Wdtc1;0.00846603930429515;0.000187288279573436;23.1;7.05;9.86993787315807;26.7723;42.016;40.7305;35.8616;33.9477;31.8946;21.3576;26.7641;31.1669;34.2703;37.0575;41.2107;34.6471;25.0609;20.7322;25.765
Gpat4;0.00846603930429515;0.000187288279573436;23.1;15.6;9.72172829182137;35.8939;38.5814;33.8351;39.6921;47.5837;64.7573;50.041;39.3172;38.2064;37.0315;39.1719;46.1726;61.4259;83.291;49.07;37.1484
Gpcpd1;0.00846603930429515;0.000187288279573436;23.1;10.05;9.34632530168943;10.3773;7.9786;21.1963;42.8605;68.4473;10.8371;11.3193;8.26627;9.35646;15.0639;24.0164;48.1064;54.8118;22.4918;9.67395;4.4355
Glrx;0.00846603930429515;0.000187288279573436;23.1;15.6;9.03413765779557;31.3146;34.6166;29.3634;33.4698;42.1396;54.3482;56.3632;42.9254;27.8241;26.9578;30.9739;32.8328;45.0582;49.5584;48.4109;34.8684
Mif4gd;0.00846603930429515;0.000187288279573436;23.1;21.6;8.88317036001224;52.2079;54.8876;42.3249;33.3983;31.6364;49.1093;53.4307;54.5063;47.2684;44.9668;41.3919;33.014;35.2059;45.5986;49.5634;55.2656
Crcp;0.00846603930429515;0.000187288279573436;23.1;14.1;8.46915933962752;16.5243;13.3442;17.6847;25.1705;31.6825;23.6361;23.0931;20.9526;13.868;13.8347;18.2464;19.3625;22.9312;25.8578;21.4178;19.7395
Esrra;0.00846603930429515;0.000187288279573436;23.1;15.6;8.08053345268739;22.8973;21.5402;18.1868;26.4608;32.9678;39.8426;28.8678;26.4513;21.8189;17.6641;18.9665;19.2669;30.3195;30.8388;27.4514;27.4505
P2rx4;0.00846603930429515;0.000187288279573436;23.1;8.55;7.13173757369128;23.2101;25.8854;32.2668;40.6829;32.6539;25.7567;22.181;21.4171;22.9696;25.5246;25.5778;36.7676;37.8867;23.0279;18.173;21.0834
Dazap2;0.00846603930429515;0.000187288279573436;23.1;7.05;6.50502883352564;66.3589;62.2627;79.5635;72.9296;68.9877;65.1715;58.027;66.2952;66.2157;72.2007;77.6082;71.4472;67.7959;58.9282;54.3308;55.1707
C77080;0.00846603930429515;0.000187288279573436;23.1;10.05;6.24064160803999;11.5968;17.4723;18.3332;22.5513;21.2353;16.9452;12.4097;10.8103;14.3623;16.1588;18.9194;26.5549;24.2211;11.8984;11.6384;12.961
Mafb;0.00846603930429515;0.000187288279573436;23.1;11.55;6.09801817027467;9.0566;9.74283;9.56234;17.6805;47.1838;25.2497;9.60553;5.97896;5.94886;8.03219;10.9175;18.5475;17.8142;17.4616;8.0822;7.70092
Lpin1;0.00846603930429515;0.000187288279573436;26.1;11.55;5.47898860975272;3.94392;5.57947;6.29044;16.9182;52.8837;30.1464;9.97374;7.29811;3.23301;7.14551;3.93314;19.7401;41.1059;35.7168;9.29874;8.74301
St3gal1;0.00846603930429515;0.000187288279573436;23.1;0;5.31247910491891;19.2377;22.5929;13.1667;9.471;9.34942;12.8073;13.7447;18.4975;21.7877;16.508;12.8472;13.3567;11.8124;12.6461;12.8923;18.4992
Rbm17;0.00846603930429515;0.000187288279573436;26.1;5.55;4.75741442382309;28.038;31.1612;32.3707;31.5667;29.1714;22.8482;19.1502;24.5705;25.1801;27.8657;28.4201;30.0664;28.3167;25.175;20.408;21.8197
Dcaf8;0.00846603930429515;0.000187288279573436;26.1;7.05;4.75034335601123;33.9093;34.1064;38.6968;37.9237;37.848;32.2319;30.4431;30.8546;33.7077;33.3862;36.1018;39.2324;40.0497;31.4766;30.9634;29.4992
Slco1a4;0.00846603930429515;0.000187288279573436;23.1;14.1;4.67589208302009;3.56237;3.79839;6.52894;7.73759;8.54213;12.2192;10.4111;6.52681;4.75386;4.66675;6.32533;8.92929;8.78338;7.28071;6.64967;5.72919
Ppp1r15b;0.00846603930429515;0.000187288279573436;23.1;17.1;4.42316504835621;21.0168;15.7519;13.8745;16.0824;19.0448;20.0468;26.0616;20.5349;20.1045;15.4575;16.7075;17.5409;23.4836;23.0918;23.5547;19.7342
Gprc5c;0.00846603930429515;0.000187288279573436;23.1;8.55;4.21244722756262;16.2385;23.8129;23.1672;24.3611;20.5114;19.2626;18.7949;16.1622;16.5627;22.6546;23.3671;26.1754;21.6489;17.47;15.1314;16.5732
2700094K13Rik;0.00846603930429515;0.000187288279573436;26.1;8.55;4.17829397003131;20.5251;20.8502;26.759;36.3494;32.1464;24.2726;20.4996;18.7142;16.6776;21.0443;25.1395;26.4463;29.052;26.3292;20.4557;22.4411
Kcnk5;0.00846603930429515;0.000187288279573436;26.1;11.55;3.85647553177769;5.17227;9.52056;8.30781;12.627;24.1797;17.3782;9.59562;7.17312;6.52485;4.91128;6.365;8.53601;18.3703;14.2104;10.9994;6.64507
B4galt5;0.00846603930429515;0.000187288279573436;23.1;15.6;3.5293113662583;4.96355;3.77365;4.46017;7.20746;7.28668;16.5918;8.8314;3.90106;6.12921;4.01609;4.84212;6.65074;9.2903;16.0028;7.27571;6.37653
St3gal4;0.00846603930429515;0.000187288279573436;20.1;17.1;3.50307770467628;45.2237;40.4093;39.9041;40.2696;48.4945;60.092;47.8212;44.9467;39.7636;29.1851;39.7551;40.4475;62.9427;61.1863;44.4151;34.9816
Pcp4l1;0.00846603930429515;0.000187288279573436;23.1;17.1;3.44920323901767;6.34651;5.66843;4.55165;3.26346;7.60373;18.7641;10.2;9.18501;5.96651;4.67974;2.75305;3.06337;7.05162;8.65445;8.12708;7.66569
Afg3l2;0.00846603930429515;0.000187288279573436;23.1;11.55;3.36950523371014;23.8413;25.1412;25.7499;29.5911;31.6792;29.9064;27.8895;26.2628;21.5158;23.4168;25.6362;30.54;31.4057;27.1792;24.4468;23.3706
Ypel5;0.00846603930429515;0.000187288279573436;23.1;11.55;3.16508066326911;9.31627;10.49;13.7834;14.9661;17.9176;11.8137;13.3365;10.2366;9.70889;10.8419;12.8976;14.7469;14.6106;13.1486;12.1107;11.3476
Sdr9c7;0.00846603930429515;0.000187288279573436;26.1;24.6;2.86385317448364;23.9722;24.5453;22.7838;15.8357;10.6001;16.216;23.8943;26.1829;24.6983;25.86;23.8931;17.9167;12.8904;20.7618;22.3663;21.2459
Crat;0.00846603930429515;0.000187288279573436;23.1;21.6;2.84616136281835;9.43654;9.6242;6.42762;3.7618;4.60766;7.94296;10.2868;10.3998;9.6387;9.38584;5.52555;7.47353;3.92696;7.46683;11.4463;13.8094
Thra;0.00846603930429515;0.000187288279573436;23.1;2.55;2.75374957758508;9.09752;9.79095;8.08095;6.27598;5.14182;4.9582;4.18656;5.41298;8.2077;9.51512;7.5486;5.86229;5.50781;4.54334;5.52194;8.26509
Arf3;0.00846603930429515;0.000187288279573436;26.1;4.05;2.65702444098657;15.1278;20.1209;18.3645;16.933;15.0811;14.2626;11.3963;13.1754;17.325;18.8143;18.6975;21.8364;17.7611;15.9464;12.1018;13.2558
Tmem218;0.00846603930429515;0.000187288279573436;23.1;4.05;2.23935767854311;6.1356;5.7669;6.52475;4.74671;3.44574;2.40878;1.77317;5.06849;5.83836;7.67417;5.36677;4.45723;3.40216;2.00039;1.86022;3.86205
Polr2b;0.00846603930429515;0.000187288279573436;23.1;17.1;2.05666957055576;8.32357;8.55456;7.88133;8.20791;10.7899;11.9907;13.29;11.0584;8.97533;9.78418;8.32928;9.16446;11.6839;13.22;12.8789;9.21316
Slc17a4;0.00846603930429515;0.000187288279573436;23.1;4.05;1.92394562772704;7.37924;15.1758;10.9975;8.38245;6.71011;5.66158;6.8989;7.91011;10.4698;10.7555;9.30483;8.33779;7.03278;5.46717;5.27168;9.41943
Ddhd2;0.00846603930429515;0.000187288279573436;23.1;14.1;1.84344152068895;2.63363;1.92837;2.48742;3.30857;5.21345;4.77335;4.53539;2.93729;2.94462;2.85953;3.18088;4.18341;5.50717;4.66243;5.0232;2.97079
